age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,marital_status,dependents,late_payments,on_time_payments,company_name,city,annual_income_missing,join_year,join_month,join_day,join_weekday,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,credit_flag,transaction_bin,transaction_cluster,debt_to_income,avg_monthly_txn,spending_income_ratio
46.0,0,4,Self-Employed,541987.1625617342,327543.99316183024,614.9140231593834,5.0,196.0,0.5748011324104793,1.0,Married,2.0,5.0,8.0,Considine-Lockman,South Christy,0.0,2024,12,20,4,False,False,True,False,False,False,True,Low,0,Medium,3,0.6043390245880996,32.666666666666664,0.5748011324104793
46.0,0,4,Self-Employed,541987.1625617342,327543.99316183024,614.9140231593834,5.0,196.0,0.5748011324104793,1.0,Married,2.0,5.0,8.0,Johns Group,Howemouth,0.0,2024,12,20,4,False,False,True,False,False,False,True,Low,0,Medium,3,0.6043390245880996,32.666666666666664,0.5748011324104793
32.0,1,3,Self-Employed,649138.1948094709,246498.1579870293,670.7297923713639,1.0,492.0,0.1851909283358472,0.0,Single,1.0,1.0,12.0,Abernathy Group,Aliyaview,0.0,2024,5,6,0,False,False,True,False,True,False,False,Low,0,Very High,2,0.37973140381822573,82.0,0.1851909283358472
32.0,1,3,Self-Employed,649138.1948094709,246498.1579870293,670.7297923713639,1.0,492.0,0.1851909283358472,0.0,Single,1.0,1.0,12.0,Yost and Sons,Bartholomebury,0.0,2024,5,6,0,False,False,True,False,True,False,False,Low,0,Very High,2,0.37973140381822573,82.0,0.1851909283358472
32.0,1,3,Self-Employed,649138.1948094709,246498.1579870293,670.7297923713639,1.0,492.0,0.1851909283358472,0.0,Single,1.0,1.0,12.0,Hoeger LLC,Lebsackbury,0.0,2024,5,6,0,False,False,True,False,True,False,False,Low,0,Very High,2,0.37973140381822573,82.0,0.1851909283358472
32.0,1,3,Self-Employed,649138.1948094709,246498.1579870293,670.7297923713639,1.0,492.0,0.1851909283358472,0.0,Single,1.0,1.0,12.0,Abernathy Group,Aliyaview,0.0,2024,5,6,0,False,False,True,False,True,False,False,Low,0,Very High,2,0.37973140381822573,82.0,0.1851909283358472
32.0,1,3,Self-Employed,649138.1948094709,246498.1579870293,670.7297923713639,1.0,492.0,0.1851909283358472,0.0,Single,1.0,1.0,12.0,Yost and Sons,Bartholomebury,0.0,2024,5,6,0,False,False,True,False,True,False,False,Low,0,Very High,2,0.37973140381822573,82.0,0.1851909283358472
32.0,1,3,Self-Employed,649138.1948094709,246498.1579870293,670.7297923713639,1.0,492.0,0.1851909283358472,0.0,Single,1.0,1.0,12.0,Hoeger LLC,Lebsackbury,0.0,2024,5,6,0,False,False,True,False,True,False,False,Low,0,Very High,2,0.37973140381822573,82.0,0.1851909283358472
32.0,1,3,Self-Employed,649138.1948094709,246498.1579870293,670.7297923713639,1.0,492.0,0.1851909283358472,0.0,Single,1.0,1.0,12.0,Abernathy Group,Aliyaview,0.0,2024,5,6,0,False,False,True,False,True,False,False,Low,0,Very High,2,0.37973140381822573,82.0,0.1851909283358472
32.0,1,3,Self-Employed,649138.1948094709,246498.1579870293,670.7297923713639,1.0,492.0,0.1851909283358472,0.0,Single,1.0,1.0,12.0,Yost and Sons,Bartholomebury,0.0,2024,5,6,0,False,False,True,False,True,False,False,Low,0,Very High,2,0.37973140381822573,82.0,0.1851909283358472
32.0,1,3,Self-Employed,649138.1948094709,246498.1579870293,670.7297923713639,1.0,492.0,0.1851909283358472,0.0,Single,1.0,1.0,12.0,Hoeger LLC,Lebsackbury,0.0,2024,5,6,0,False,False,True,False,True,False,False,Low,0,Very High,2,0.37973140381822573,82.0,0.1851909283358472
60.0,1,3,Unemployed,249107.5003534716,389554.35552915966,742.5452905275482,1.0,268.0,0.635596188572878,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2025,11,15,5,False,True,False,True,False,False,False,Low,1,High,0,1.5638001865716635,44.666666666666664,0.635596188572878
25.0,1,2,Salaried,425716.7499934342,309638.4176932338,511.0482313983329,1.0,490.0,0.3170727277970001,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,9,22,6,False,False,False,False,False,True,False,Low,0,Very High,2,0.7273343548216258,81.66666666666667,0.3170727277970001
38.0,1,4,Salaried,651877.1756641495,395527.1473179071,537.2082249535395,1.0,485.0,0.1668821918879974,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,1,31,6,True,False,False,False,False,False,False,Low,0,Very High,2,0.6067510293099827,80.83333333333333,0.1668821918879974
56.0,1,1,Unemployed,583041.1646929927,446498.6160243686,649.3850824389211,4.0,101.0,0.23600024018526,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,6,18,0,False,False,True,False,False,True,False,Low,0,Low,1,0.7658097627797478,16.833333333333332,0.23600024018526
36.0,1,2,Salaried,571344.8901536519,458480.1948401735,438.89050409063225,2.0,462.0,0.6040373860188546,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,8,15,3,True,False,False,False,False,False,True,Low,0,Very High,2,0.8024578546889154,77.0,0.6040373860188546
40.0,0,2,Unemployed,658359.2564092701,242678.66481119156,678.532726146501,2.0,145.0,0.730896462281432,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,7,13,0,False,False,True,False,False,False,False,Low,0,Medium,3,0.36861130522380015,24.166666666666668,0.730896462281432
28.0,0,2,Salaried,761404.4528229574,240442.598788549,755.6433910599359,2.0,118.0,0.3624955464623768,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,5,20,0,False,True,False,False,False,True,False,Low,1,Low,1,0.31578827507127405,19.666666666666668,0.3624955464623768
28.0,1,4,Salaried,251894.18682209527,540671.3065584495,850.0,5.0,59.0,0.4474737512573651,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,7,11,3,False,False,True,False,False,False,True,Low,1,Low,1,2.1464223266903266,9.833333333333334,0.4474737512573651
41.0,1,4,Salaried,566649.1234696367,162309.94927476408,658.2069917304707,1.0,80.0,0.4272956357434764,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2023,12,8,4,False,True,False,False,False,False,True,Low,0,Low,1,0.28643818997006054,13.333333333333334,0.4272956357434764
53.0,1,1,Salaried,692903.716227219,236983.91948101253,735.9310282371412,2.0,324.0,0.4810325093773809,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,1,14,1,False,False,False,False,False,False,True,Low,1,High,0,0.3420156566216194,54.0,0.4810325093773809
57.0,1,1,Salaried,653570.6912403617,275829.270827657,652.1888317683736,0.0,44.0,0.4791808490912004,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2022,9,28,2,True,False,False,True,False,False,False,Low,0,Low,1,0.4220343331249781,7.333333333333333,0.4791808490912004
41.0,1,2,Salaried,468134.45143353794,171459.28846821844,811.9583664995524,1.0,403.0,0.1028628256739181,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,8,10,1,True,False,False,False,False,False,True,Low,1,Very High,2,0.3662607781656952,67.16666666666667,0.1028628256739181
20.0,0,4,Salaried,456579.5785773291,316920.0827126202,607.6772358455472,1.0,411.0,0.7778595193559824,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2022,1,28,4,False,True,False,False,True,False,False,Low,0,Very High,2,0.6941179535451883,68.5,0.7778595193559824
39.0,1,1,Salaried,664866.2578693684,482265.5220127164,648.5011530516384,1.0,15.0,0.4023037593429963,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2023,2,1,2,False,False,False,False,False,False,True,Low,0,Low,1,0.7253571922241705,2.5,0.4023037593429963
19.0,1,3,Salaried,542805.0051681398,20000.0,710.3673649864753,1.0,131.0,0.660897688721553,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,3,29,6,False,True,False,False,False,True,False,Low,1,Low,3,0.03684564403344951,21.833333333333332,0.660897688721553
41.0,1,3,Salaried,541987.1625617342,222550.64132688497,688.8561528413891,1.0,135.0,0.1559159881992395,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,2,29,5,False,False,True,False,True,False,False,Low,0,Low,3,0.4106197650051087,22.5,0.1559159881992395
61.0,1,2,Salaried,521973.9745121047,317911.1465037024,572.8351844891961,2.0,366.0,0.8222957398087533,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2023,2,4,5,False,True,False,False,False,False,False,Low,0,High,0,0.6090555507118104,61.0,0.8222957398087533
47.0,0,3,Salaried,425288.9049459687,534694.9136784917,512.6219128269946,1.0,67.0,0.7589242128369693,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,1,25,4,False,False,False,False,True,False,False,Low,0,Low,1,1.2572510297357102,11.166666666666666,0.7589242128369693
55.0,1,2,Self-Employed,147306.4792783435,75938.59085313394,752.1209714166625,2.0,65.0,0.6292359187772949,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2017,6,24,5,False,False,True,False,False,True,False,Low,1,Low,1,0.5155142613220963,10.833333333333334,0.6292359187772949
19.0,1,4,Self-Employed,453912.6984098993,430349.3883115694,675.1201500642765,1.0,473.0,0.1188094829117342,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,11,11,3,True,False,False,False,False,False,False,Low,0,Very High,2,0.9480884536148152,78.83333333333333,0.1188094829117342
38.0,0,2,Self-Employed,253809.15798776952,275505.5406442147,657.5294400680924,3.0,192.0,0.785843920951307,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2017,5,25,3,True,False,False,False,False,True,False,Low,0,Medium,3,1.0854830567519975,32.0,0.785843920951307
50.0,1,2,Salaried,134091.1266482696,324362.637982728,739.1912198939866,4.0,48.0,0.6797185467215627,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,12,3,1,True,False,False,False,False,True,False,Low,1,Low,1,2.4189716806060844,8.0,0.6797185467215627
43.55969887955182,0,4,Salaried,326890.9873588317,484156.2779229173,734.5153650405215,2.0,168.0,0.8573611153119497,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,2,12,0,False,False,False,True,False,False,False,Low,1,Medium,3,1.4810939935503753,28.0,0.8573611153119497
39.0,0,1,Salaried,640622.4642773289,280246.51320858835,685.8234530916199,3.0,442.0,0.7624751850443405,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,3,21,3,False,False,False,True,False,False,False,Low,0,Very High,2,0.43745970339133805,73.66666666666667,0.7624751850443405
61.0,1,1,Unemployed,451629.8563385122,295104.1682353801,713.5585104875778,4.0,431.0,0.8618309979050005,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2017,4,29,5,False,False,False,False,False,True,False,Low,1,Very High,2,0.6534204151777541,71.83333333333333,0.8618309979050005
42.0,0,1,Salaried,535635.3559395606,320248.50100431585,597.485874795519,1.0,311.0,0.4663907795970701,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,11,4,0,False,False,False,False,False,False,True,Low,0,High,0,0.597885291650635,51.833333333333336,0.4663907795970701
66.0,1,1,Salaried,634719.8285539893,330202.2343056809,703.3819098059662,4.0,63.0,0.7645001603457442,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,8,29,3,False,False,False,True,False,False,False,Low,1,Low,1,0.5202330531534575,10.5,0.7645001603457442
44.0,0,2,Salaried,492838.4760906607,136695.4242635449,493.0612053901359,1.0,238.0,0.5262060009865569,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,8,13,0,False,False,True,False,False,True,False,Low,0,Medium,3,0.2773635397703789,39.666666666666664,0.5262060009865569
59.0,1,1,Unemployed,362397.5041690885,324288.2768970664,648.5011530516384,0.0,94.0,0.871868526250339,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2025,7,13,6,False,True,False,False,True,False,False,Low,0,Low,1,0.894841363879148,15.666666666666666,0.871868526250339
45.0,1,3,Self-Employed,410778.2738376223,365115.1065562488,724.7222367091514,4.0,214.0,0.127091672700257,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,6,7,6,True,False,False,False,False,True,False,Low,1,Medium,3,0.8888374332586444,35.666666666666664,0.127091672700257
33.0,0,3,Salaried,654485.9568806723,57958.837630479975,578.1170838255455,2.0,363.0,0.3210693316012741,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,4,14,6,False,False,False,False,False,True,False,Low,0,High,0,0.08855627385301897,60.5,0.3210693316012741
32.0,0,1,Salaried,494757.4647033302,429657.9621447664,664.2423945910353,2.0,383.0,0.1392009455173999,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2025,4,16,2,True,False,False,False,False,False,False,Low,0,Very High,2,0.868421383803478,63.833333333333336,0.1392009455173999
64.0,0,3,Unemployed,50000.0,437274.6279685476,680.1277786750761,1.0,466.0,0.477946332900745,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2025,7,23,2,False,False,False,True,False,False,False,Low,0,Very High,2,8.745492559370952,77.66666666666667,0.477946332900745
68.0,0,3,Salaried,429370.3372521504,337947.9962514002,560.9285978960611,5.0,491.0,0.7148789271010475,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2017,12,26,1,True,False,False,False,False,False,False,Low,0,Very High,2,0.787078116327673,81.83333333333333,0.7148789271010475
61.0,1,4,Self-Employed,606334.9260531798,98319.15740147865,762.9084243730983,4.0,42.0,0.5766596200524207,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,2,2,5,False,True,False,False,False,False,True,Low,1,Low,1,0.1621532146291955,7.0,0.5766596200524207
69.0,1,4,Self-Employed,536575.4032828672,202677.3441619692,682.034681913045,1.0,188.0,0.7267628997443193,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2016,7,13,2,True,False,False,False,False,True,False,Low,0,Medium,3,0.3777238817171862,31.333333333333332,0.7267628997443193
20.0,1,1,Salaried,295891.0555723988,20000.0,482.40640589181874,2.0,211.0,0.5168980802351328,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2022,1,25,1,True,False,False,True,False,False,False,Low,0,Medium,3,0.06759244533874187,35.166666666666664,0.5168980802351328
54.0,1,2,Salaried,350782.1688580795,246346.8352867106,659.0703229156438,3.0,487.0,0.1430028461659304,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,3,21,5,False,False,False,True,False,False,False,Low,0,Very High,2,0.7022786708020451,81.16666666666667,0.1430028461659304
68.0,1,2,Salaried,110272.05658702564,162978.33156288826,795.3768875643136,4.0,88.0,0.7763302588973189,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2023,1,23,0,False,False,True,True,False,False,False,Low,1,Low,1,1.4779658293056985,14.666666666666666,0.7763302588973189
43.55969887955182,0,4,Unemployed,609873.6813433622,289806.8447366389,649.6028746846599,4.0,400.0,0.514689813302,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,6,7,0,False,False,True,False,False,True,False,Low,0,Very High,2,0.4751915906557641,66.66666666666667,0.514689813302
38.0,1,4,Self-Employed,624359.9499598332,450223.0963923042,584.9342781344121,4.0,242.0,0.6770856380393085,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2024,7,31,2,True,False,False,False,False,True,False,Low,0,Medium,3,0.7210954136652556,40.333333333333336,0.6770856380393085
43.55969887955182,1,2,Unemployed,473321.3676966364,224651.02956959512,595.5363537638859,3.0,336.0,0.3355505941847662,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2022,9,24,5,False,False,True,False,True,False,False,Low,0,High,0,0.4746268495395281,56.0,0.3355505941847662
56.0,1,1,Self-Employed,429936.355485197,361667.2032399923,633.9881348567151,2.0,325.0,0.8975496870662324,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2023,5,7,6,False,True,False,False,False,False,False,Low,0,High,0,0.8412110272271329,54.166666666666664,0.8975496870662324
35.0,0,2,Unemployed,541987.1625617342,286862.6142850795,528.7617782803362,0.0,197.0,0.4121418669360521,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,10,22,0,False,True,False,False,False,False,False,Low,0,Medium,3,0.5292793521699046,32.833333333333336,0.4121418669360521
21.0,0,2,Unemployed,566474.6991587466,164413.16199630435,790.2436049833943,0.0,408.0,0.8179539204054578,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,8,11,6,False,False,True,False,False,True,False,Low,1,Very High,2,0.29023919733832604,68.0,0.8179539204054578
42.0,0,3,Salaried,541987.1625617342,511375.679773026,742.406491744445,2.0,35.0,0.2424034224552969,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,4,11,6,False,False,True,False,False,False,True,Low,1,Low,1,0.9435199117189026,5.833333333333333,0.2424034224552969
31.0,1,2,Salaried,655365.2330119333,424118.9040891109,757.7282949050103,3.0,371.0,0.6458786575844475,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,10,19,1,False,True,False,True,False,False,False,Low,1,High,0,0.6471489220444935,61.833333333333336,0.6458786575844475
67.0,0,4,Self-Employed,615835.4498254792,133718.69484790825,499.6453954300173,3.0,195.0,0.4865388648500454,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,10,1,0,False,False,True,False,False,True,False,Low,0,Medium,3,0.21713380560635576,32.5,0.4865388648500454
26.0,1,1,Self-Employed,733636.8603082787,367270.9366557436,648.5011530516384,3.0,156.0,0.8829728688048127,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2025,1,8,2,False,False,True,False,False,True,False,Low,0,Medium,3,0.5006167990269929,26.0,0.8829728688048127
43.0,0,2,Salaried,510069.6100589618,268868.9782526395,757.812123634709,1.0,446.0,0.6399282142287341,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,10,16,1,False,False,False,False,False,True,False,Low,1,Very High,2,0.5271221279416343,74.33333333333333,0.6399282142287341
19.0,0,3,Unemployed,396001.561267996,376882.9480047413,555.3118619183833,0.0,118.0,0.2724442246360798,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2019,4,28,6,False,False,False,True,False,False,False,Low,0,Low,1,0.951720863922766,19.666666666666668,0.2724442246360798
37.0,1,4,Salaried,586436.6145672209,98832.69303040128,642.7759185673351,2.0,220.0,0.3837612718910312,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,9,20,3,False,False,True,True,False,False,False,Low,0,Medium,3,0.1685309044070141,36.666666666666664,0.3837612718910312
45.0,0,4,Salaried,656183.4507528122,247748.4377051221,540.0556977441458,2.0,431.0,0.5155584775182429,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2025,11,20,3,False,False,True,False,False,True,False,Low,0,Very High,2,0.3775597166019511,71.83333333333333,0.5155584775182429
43.55969887955182,0,3,Self-Employed,268462.07460133533,353057.82736563124,733.3924901891565,2.0,63.0,0.7969156396799345,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,1,2,5,False,False,False,False,True,False,False,Low,1,Low,1,1.3151124898737376,10.5,0.7969156396799345
24.0,1,4,Salaried,486153.7068053348,136845.04799925405,628.5363243976208,1.0,129.0,0.5052040749456573,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2021,9,13,0,False,False,False,False,False,False,False,Low,0,Low,3,0.28148514777045486,21.5,0.5052040749456573
61.0,0,3,Salaried,553072.7481587257,338845.2280853726,640.7525277288447,1.0,112.0,0.1645970029942969,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2025,9,13,5,False,False,True,False,True,False,False,Low,0,Low,1,0.6126594181569182,18.666666666666668,0.1645970029942969
43.55969887955182,1,4,Salaried,596260.0191426385,249767.88719105916,537.1379175871411,2.0,283.0,0.2128579959531326,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,9,21,0,False,False,False,False,True,False,False,Low,0,High,0,0.41889088513799744,47.166666666666664,0.2128579959531326
64.0,1,4,Self-Employed,541987.1625617342,306586.7170215804,804.7993608694188,5.0,10.0,0.4649011652759806,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2018,7,8,6,False,True,False,False,False,True,False,Low,1,Low,1,0.5656715475925301,1.6666666666666667,0.4649011652759806
52.0,1,4,Unemployed,626203.3973263383,452930.1752291913,655.0924667375762,2.0,463.0,0.2059168595560529,1.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2020,7,19,6,True,False,False,True,False,False,False,Low,0,Very High,2,0.7232956211400946,77.16666666666667,0.2059168595560529
31.0,1,4,Self-Employed,307961.4879145621,705975.1076194633,648.5011530516384,3.0,243.0,0.4336572648826998,0.0,Single,1.0,2.6666666666666665,10.0,Abernathy Group,Aliyaview,0.0,2017,3,12,6,False,True,False,False,False,False,False,Low,0,Medium,3,2.2924136144429927,40.5,0.4336572648826998
