customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST100016,20.0,Female,South,Post-Graduate,Salaried,456579.5785773291,316920.0827126202,Education,607.6772358455472,1,411,0.7778595193559824,2022-01-28 14:02:21.782457,1
CUST100017,39.0,Male,East,Primary,Salaried,664866.2578693684,482265.5220127164,Other,,1,15,0.40230375934299634,2023-02-01 14:02:21.782459,1
CUST100018,19.0,Male,South,Graduate,Salaried,542805.0051681398,20000.0,Home,710.3673649864753,1,131,0.660897688721553,2020-03-29 14:02:21.782461,0
CUST100019,41.0,Male,West,Graduate,Salaried,,222550.64132688497,Education,688.8561528413891,1,135,0.1559159881992395,2020-02-29 14:02:21.782464,1
CUST100020,61.0,Male,South,Secondary,Salaried,521973.9745121047,317911.1465037024,Business,572.8351844891961,2,366,0.8222957398087533,2023-02-04 14:02:21.782466,0
CUST100021,47.0,Female,East,Graduate,Salaried,425288.90494596865,534694.9136784917,Education,512.6219128269946,1,67,0.7589242128369693,2019-01-25 14:02:21.782468,1
CUST100022,55.0,Male,West,Secondary,Self-Employed,147306.4792783435,75938.59085313394,Home,752.1209714166625,2,65,0.6292359187772949,2017-06-24 14:02:21.782470,0
CUST100023,19.0,Male,North,Post-Graduate,Self-Employed,453912.6984098993,430349.3883115694,Business,675.1201500642765,1,473,0.11880948291173424,2021-11-11 14:02:21.782472,0
CUST100024,38.0,Female,North,Secondary,Self-Employed,253809.15798776952,275505.5406442147,Home,657.5294400680924,3,192,0.785843920951307,2017-05-25 14:02:21.782474,1
CUST100025,50.0,Male,North,Secondary,Salaried,134091.1266482696,324362.637982728,Home,739.1912198939866,4,48,0.6797185467215627,2019-12-03 14:02:21.782476,1
CUST100026,,Female,East,Post-Graduate,Salaried,326890.9873588317,484156.27792291733,Car,734.5153650405215,2,168,0.8573611153119497,2018-02-12 14:02:21.782479,1
CUST100027,39.0,Female,East,Primary,Salaried,640622.4642773289,280246.51320858835,Car,685.8234530916199,3,442,0.7624751850443405,2024-03-21 14:02:21.782481,0
CUST100028,61.0,Male,East,Primary,Unemployed,451629.8563385122,295104.1682353801,Home,713.5585104875778,4,431,0.8618309979050005,2017-04-29 14:02:21.782483,0
CUST100029,42.0,Female,East,Primary,Salaried,535635.3559395606,320248.50100431585,Other,597.485874795519,1,311,0.4663907795970701,2024-11-04 14:02:21.782485,1
CUST100030,66.0,Male,East,Primary,Salaried,634719.8285539893,330202.2343056809,Car,703.3819098059662,4,63,0.7645001603457442,2019-08-29 14:02:21.782487,1
CUST100031,44.0,Female,West,Secondary,Salaried,492838.4760906607,136695.4242635449,Home,493.0612053901359,1,238,0.5262060009865569,2018-08-13 14:02:21.782489,1
CUST100032,59.0,Male,South,Primary,Unemployed,362397.5041690885,324288.2768970664,Education,,0,94,0.871868526250339,2025-07-13 14:02:21.782491,1
CUST100033,45.0,Male,North,Graduate,Self-Employed,410778.27383762226,365115.1065562488,Home,724.7222367091514,4,214,0.127091672700257,2020-06-07 14:02:21.782493,1
CUST100034,33.0,Female,East,Graduate,Salaried,654485.9568806723,57958.837630479975,Home,578.1170838255455,2,363,0.32106933160127415,2019-04-14 14:02:21.782495,0
CUST100035,32.0,Female,North,Primary,Salaried,494757.4647033302,429657.9621447664,Business,664.2423945910353,2,383,0.1392009455173999,2025-04-16 14:02:21.782497,1
CUST100036,64.0,,East,Graduate,Unemployed,50000.0,437274.62796854763,Car,680.1277786750761,1,466,0.47794633290074506,2025-07-23 14:02:21.782499,1
CUST100037,68.0,Female,North,Graduate,Salaried,429370.3372521504,337947.9962514002,Business,560.9285978960611,5,491,0.7148789271010475,2017-12-26 14:02:21.782501,1
CUST100038,61.0,Male,South,Post-Graduate,Self-Employed,606334.9260531798,98319.15740147865,Other,762.9084243730983,4,42,0.5766596200524207,2019-02-02 14:02:21.782503,1
CUST100039,69.0,Male,North,Post-Graduate,Self-Employed,536575.4032828672,202677.3441619692,Home,682.034681913045,1,188,0.7267628997443193,2016-07-13 14:02:21.782505,0
CUST100040,20.0,Male,North,Primary,Salaried,295891.0555723988,20000.0,Car,482.40640589181874,2,211,0.5168980802351328,2022-01-25 14:02:21.782507,1
CUST100041,54.0,Male,East,Secondary,Salaried,350782.1688580795,246346.8352867106,Car,659.0703229156438,3,487,0.14300284616593048,2020-03-21 14:02:21.782510,1
CUST100042,68.0,Male,West,Secondary,Salaried,110272.05658702564,162978.33156288826,Car,795.3768875643136,4,88,0.7763302588973189,2023-01-23 14:02:21.782512,1
CUST100043,,Female,West,Post-Graduate,Unemployed,609873.6813433622,289806.8447366389,Home,649.6028746846599,4,400,0.514689813302,2021-06-07 14:02:21.782514,1
CUST100044,38.0,Male,North,Post-Graduate,Self-Employed,624359.9499598332,450223.0963923042,Home,584.9342781344121,4,242,0.6770856380393085,2024-07-31 14:02:21.782516,0
CUST100045,,Male,West,Secondary,Unemployed,473321.36769663636,224651.02956959512,Education,595.5363537638859,3,336,0.3355505941847662,2022-09-24 14:02:21.782518,1
CUST100046,56.0,Male,South,Primary,Self-Employed,429936.35548519704,361667.2032399923,Business,633.9881348567151,2,325,0.8975496870662324,2023-05-07 14:02:21.782520,1
CUST100047,35.0,Female,South,Secondary,Unemployed,,286862.6142850795,Business,528.7617782803362,0,197,0.41214186693605215,2018-10-22 14:02:21.782522,1
CUST100048,21.0,Female,West,Secondary,Unemployed,566474.6991587466,164413.16199630435,Home,790.2436049833943,0,408,0.8179539204054578,2019-08-11 14:02:21.782524,1
CUST100049,42.0,Female,West,Graduate,Salaried,,511375.67977302603,Other,742.406491744445,2,35,0.2424034224552969,2021-04-11 14:02:21.782526,1
CUST100050,31.0,Male,South,Secondary,Salaried,655365.2330119333,424118.9040891109,Car,757.7282949050103,3,371,0.6458786575844475,2021-10-19 14:02:21.782528,0
CUST100051,67.0,Female,West,Post-Graduate,Self-Employed,615835.4498254792,133718.69484790825,Home,499.6453954300173,3,195,0.4865388648500454,2018-10-01 14:02:21.782530,1
CUST100052,26.0,Male,West,Primary,Self-Employed,733636.8603082787,367270.93665574363,Home,,3,156,0.8829728688048127,2025-01-08 14:02:21.782532,1
CUST100053,43.0,Female,East,Secondary,Salaried,510069.61005896184,268868.9782526395,Home,757.812123634709,1,446,0.6399282142287341,2018-10-16 14:02:21.782535,1
CUST100054,19.0,Female,East,Graduate,Unemployed,396001.561267996,376882.94800474134,Car,555.3118619183833,0,118,0.27244422463607987,2019-04-28 14:02:21.782537,1
CUST100055,37.0,Male,West,Post-Graduate,Salaried,586436.6145672209,98832.69303040128,Car,642.7759185673351,2,220,0.38376127189103126,2018-09-20 14:02:21.782539,1
CUST100056,45.0,Female,West,Post-Graduate,Salaried,656183.4507528122,247748.4377051221,Home,540.0556977441458,2,431,0.5155584775182429,2025-11-20 14:02:21.782541,1
CUST100057,,Female,East,Graduate,Self-Employed,268462.07460133533,353057.82736563124,Education,733.3924901891565,2,63,0.7969156396799345,2021-01-02 14:02:21.782543,0
CUST100058,24.0,Male,East,Post-Graduate,Salaried,486153.7068053348,136845.04799925405,Business,628.5363243976208,1,129,0.5052040749456573,2021-09-13 14:02:21.782545,1
CUST100059,61.0,Female,West,Graduate,Salaried,553072.7481587257,338845.2280853726,Education,640.7525277288447,1,112,0.16459700299429691,2025-09-13 14:02:21.782547,1
CUST100060,,Male,East,Post-Graduate,,596260.0191426385,249767.88719105913,Education,537.1379175871411,2,283,0.2128579959531326,2020-09-21 14:02:21.782549,1
CUST100061,64.0,Male,South,Post-Graduate,Self-Employed,,306586.7170215804,Home,804.7993608694188,5,10,0.4649011652759806,2018-07-08 14:02:21.782551,0
CUST100062,52.0,Male,North,Post-Graduate,Unemployed,626203.3973263383,452930.1752291913,Car,655.0924667375762,2,463,0.20591685955605296,2020-07-19 14:02:21.782553,1
CUST100063,31.0,Male,South,Post-Graduate,Self-Employed,307961.4879145621,705975.1076194633,Business,,3,243,0.43365726488269984,2017-03-12 14:02:21.782555,0
CUST100064,34.0,Female,East,Graduate,Self-Employed,903608.5333276722,311695.9160528211,Education,688.4048873042719,2,157,0.344277158961796,2023-08-26 14:02:21.782557,1
CUST100065,53.0,Male,South,Secondary,Self-Employed,375124.1112729797,271772.2527647242,Other,559.0938117972019,1,258,0.12110338408240794,2024-02-06 14:02:21.782559,1
CUST100066,67.0,Female,North,Post-Graduate,Salaried,581554.2971134242,589678.4771546978,Car,485.88113309255573,1,168,0.8803745524639642,2025-11-06 14:02:21.782562,1
CUST100067,57.0,Male,East,Graduate,Self-Employed,389492.43707689655,470032.9095601982,Car,,2,118,0.7039234559419192,2017-05-07 14:02:21.782564,0
CUST100068,21.0,Other,South,Graduate,Salaried,519597.3411950844,566452.5258688933,Business,760.6481905705674,2,283,0.5836049458665764,2022-11-10 14:02:21.782565,1
CUST100069,19.0,Female,South,Graduate,,284151.5575513358,335736.8071106742,Business,453.0450587122043,2,127,0.3342284379905014,2024-12-10 14:02:21.782568,1
CUST100070,23.0,Female,North,Secondary,Salaried,715114.6603108605,422460.81893423054,Business,,2,154,0.22668892089031134,2017-01-23 14:02:21.782569,1
CUST100071,59.0,Male,East,Primary,Salaried,336522.8207914444,307251.273772678,Home,733.3707292174913,1,297,0.4185082319074195,2018-11-22 14:02:21.782571,0
CUST100072,21.0,Male,West,Graduate,Self-Employed,516318.7360141495,308471.64973340835,Car,669.0700415358979,1,200,0.10981066885154522,2022-10-15 14:02:21.782573,1
CUST100073,46.0,Male,East,Graduate,Self-Employed,487224.2960911128,316575.48284459615,Home,,3,259,0.5354608032266315,2022-02-11 14:02:21.782575,0
CUST100074,35.0,Female,North,Graduate,Salaried,359667.31163455814,362460.7836783091,Home,735.8736457412597,1,321,0.10275567786247725,2025-11-16 14:02:21.782577,1
CUST100075,43.0,Female,North,Secondary,Salaried,50000.0,311163.39603523904,Home,527.9298284052378,1,250,0.33576388028657284,2018-03-29 14:02:21.782579,1
CUST100076,61.0,Male,North,Post-Graduate,Unemployed,711880.1796357725,508290.94626697805,Car,694.2408193802904,6,354,0.23421747925658176,2017-12-05 14:02:21.782581,1
CUST100077,51.0,Male,North,Secondary,Salaried,528876.2167968387,386331.56615008414,Other,680.8181512638361,3,179,0.8080908873945095,2023-04-03 14:02:21.782584,0
CUST100078,,Female,West,Graduate,Salaried,,330217.9229843343,Education,829.5419482537383,4,87,0.7896829929378371,2020-12-28 14:02:21.782586,1
CUST100079,53.0,Male,East,Primary,Salaried,117342.26376275625,324197.17982815014,Car,613.475016037328,1,334,0.7227359244232333,2016-06-14 14:02:21.782589,0
CUST100080,31.0,Female,East,Graduate,Salaried,435589.321597659,236225.59795532213,Car,654.4644348460711,2,328,0.6800328444185768,2025-03-25 14:02:21.782591,1
CUST100081,48.0,Female,South,Post-Graduate,Salaried,483506.3691935022,137297.16885392737,Business,,3,196,0.7287372433078699,2021-04-20 14:02:21.782593,1
CUST100082,65.0,Female,West,Primary,,457007.9120278822,450128.52858007915,Education,598.3104731545949,1,464,0.18855242876577158,2016-09-28 14:02:21.782594,1
CUST100083,32.0,Male,West,Primary,Salaried,788787.3527395125,449392.36271407746,Business,797.8242592548891,3,409,0.695326458461133,2020-07-06 14:02:21.782596,0
CUST100084,25.0,Male,South,Secondary,Salaried,166086.53421750054,133950.88371772564,Other,552.535177930619,0,144,0.7790594875811897,2022-02-15 14:02:21.782598,1
CUST100085,31.0,Female,South,Secondary,,542458.465282789,137200.70675840744,Home,498.23620438431453,2,66,0.3043937730119648,2019-11-05 14:02:21.782600,1
CUST100086,40.0,Female,East,Post-Graduate,Self-Employed,629126.2134352087,405000.58955749415,Business,,2,285,0.5773288090856178,2025-08-18 14:02:21.782602,1
CUST100087,57.0,Male,East,Secondary,Salaried,624893.0265667737,251967.2382887223,Other,577.5287446008106,2,67,0.5465328601882685,2019-01-11 14:02:21.782604,0
CUST100088,38.0,Male,East,Post-Graduate,Salaried,678770.4123059419,151503.3440738698,Education,675.4143765234115,2,257,0.29392137797253365,2023-11-07 14:02:21.782606,0
CUST100089,33.0,Female,West,Primary,Unemployed,523381.1747655515,59323.78483103585,Home,713.3391443445646,3,273,0.13152600478968468,2021-09-13 14:02:21.782608,1
CUST100090,62.0,Female,West,Primary,Salaried,549225.6845328644,230662.68002928025,Other,664.6123201897894,3,132,0.8212693011801411,2021-05-11 14:02:21.782610,1
CUST100091,35.0,Female,South,Primary,Self-Employed,434031.3933950977,319590.09995228803,Business,652.397765035455,4,346,0.5556277436923814,2020-08-15 14:02:21.782612,1
CUST100092,64.0,,North,Post-Graduate,Self-Employed,198073.48668907786,257608.2687130829,Other,443.81942908426004,2,392,0.46346435734371616,2019-11-07 14:02:21.782614,1
CUST100093,41.0,Male,North,Secondary,Salaried,565758.2589872937,101047.27802785652,Other,705.9529872772572,0,257,0.791645920545314,2022-04-08 14:02:21.782616,1
CUST100094,43.0,Male,North,Secondary,Self-Employed,419471.528220748,211749.97874607786,Home,669.6226687634589,4,82,0.6753038717548134,2025-08-03 14:02:21.782618,0
CUST100095,42.0,Female,North,Secondary,Salaried,351200.69317983557,383261.55959799717,Car,,2,314,0.23956557004067439,2018-03-12 14:02:21.782620,1
CUST100096,62.0,Female,North,Graduate,Salaried,574498.8852058252,537454.2544053058,Other,,3,184,0.49777848990436513,2022-03-21 14:02:21.782622,1
CUST100097,58.0,Male,East,Primary,Unemployed,592292.6037818337,306983.0812085645,Home,501.80156247980483,1,122,0.6127261910308079,2023-12-14 14:02:21.782624,0
CUST100098,46.0,Male,South,Primary,Salaried,358857.4045958142,454921.94328818406,Home,756.0702003970586,1,452,0.6662382315552007,2025-07-08 14:02:21.782626,1
CUST100099,32.0,Female,North,Graduate,Salaried,550001.7517543533,408148.64632560953,Education,520.0383624000442,3,115,0.5862765693841155,2023-07-21 14:02:21.782628,1
CUST100100,62.0,Male,North,Primary,Self-Employed,483754.4333694685,212877.1723019431,Education,733.3699699081606,2,135,0.48376793575223587,2023-08-16 14:02:21.782630,0
CUST100101,18.0,Male,North,Primary,Self-Employed,537977.9322106361,440643.58586242696,Car,795.3597321786472,3,408,0.10430075099374365,2021-01-26 14:02:21.782634,1
CUST100102,42.0,Female,East,Graduate,Salaried,750713.5393240217,468646.26484573376,Business,836.70115702963,3,20,0.3803070927573803,2016-11-19 14:02:21.782636,1
CUST100103,24.0,Female,North,Primary,Self-Employed,588506.034161931,227375.25179604068,Other,610.3933077753675,5,214,0.57408819803282,2017-02-24 14:02:21.782638,1
CUST100104,26.0,Female,South,Secondary,Salaried,573391.4041480162,302656.3026254855,Other,720.6012345545552,3,237,0.4662030780328351,2020-08-04 14:02:21.782640,1
CUST100105,41.0,Male,East,Graduate,Self-Employed,322957.9330382566,215217.63023214572,Home,750.948770748494,6,33,0.11307714959227795,2024-08-07 14:02:21.782642,1
CUST100106,18.0,Female,East,Primary,Unemployed,351130.21091010154,111447.41386017873,Home,697.0619714098112,1,462,0.12029598043243644,2022-09-06 14:02:21.782644,0
CUST100107,61.0,Female,West,Secondary,Unemployed,596310.8935378172,453468.6531386812,Home,482.85589392602515,1,165,0.8569086048979895,2022-04-03 14:02:21.782645,1
CUST100108,25.0,Female,West,Post-Graduate,Self-Employed,182468.1772171168,540416.3464034672,Education,665.4453539398969,2,384,0.2843579398143353,2025-09-13 14:02:21.782648,1
CUST100109,41.0,Female,East,Primary,Salaried,428721.75889559614,290778.95848997455,Home,706.9037632003283,2,32,0.7057097375270515,2019-01-26 14:02:21.782650,1
CUST100110,28.0,Male,North,Graduate,Salaried,347349.40246612835,219829.03390058226,Car,649.8404527348201,1,139,0.591926797738228,2018-07-02 14:02:21.782652,1
CUST100111,68.0,Male,North,Secondary,Salaried,471558.8026781136,460196.9236384795,Home,564.1325759009459,4,490,0.6771307895865893,2020-09-17 14:02:21.782654,1
CUST100112,34.0,Male,North,Post-Graduate,Self-Employed,456870.72495900776,476416.9904305618,Business,629.9112061689617,1,470,0.12223820673149054,2024-07-14 14:02:21.782656,0
CUST100113,25.0,Male,North,Post-Graduate,Salaried,526115.7982246045,170079.78784233012,Home,740.1192905866207,2,151,0.23866926601754798,2024-07-30 14:02:21.782658,1
CUST100114,52.0,Female,West,Primary,,593028.7720730219,321026.66892379976,Other,689.3527154632543,1,480,0.6042183534021118,2017-12-02 14:02:21.782660,1
CUST100115,52.0,Female,South,Post-Graduate,Unemployed,693321.3845115915,596914.5606947963,Other,696.5461426195542,2,161,0.1717406443898895,2024-05-29 14:02:21.782662,1
CUST100116,50.0,Female,East,Graduate,Salaried,708359.8161467338,573200.2928180397,Home,625.1387878178705,4,145,0.7118943625265994,2018-06-03 14:02:21.782664,1
CUST100117,,Female,North,Post-Graduate,Self-Employed,452576.11929215357,161383.9372945624,Other,692.6478101901021,1,134,0.8851250132153471,2021-09-23 14:02:21.782666,0
CUST100118,59.0,Male,West,Primary,Self-Employed,381817.96927982295,91281.47452467703,Home,439.3596664079579,2,446,0.5081624665713351,2017-11-14 14:02:21.782668,0
CUST100119,56.0,Male,South,Post-Graduate,Salaried,342446.8700814898,352652.5381585701,Home,645.5966384997822,3,68,0.40476415568428603,2022-06-09 14:02:21.782670,1
CUST100120,58.0,Male,East,Primary,Self-Employed,435520.6342941193,406949.9176174393,Education,611.905705002385,3,10,0.149397376317409,2025-04-14 14:02:21.782672,1
CUST100121,45.0,Male,East,Post-Graduate,Salaried,302433.6910915959,407900.1938240821,Education,,3,461,0.26360237954470533,2022-11-20 14:02:21.782673,0
CUST100122,24.0,Male,East,Secondary,Salaried,593930.415822541,381779.9671429986,Other,532.7195802821175,4,416,0.8926033577851787,2025-01-12 14:02:21.782676,0
CUST100123,26.0,Female,North,Primary,Self-Employed,704692.811916613,342543.5525207324,Other,687.0250238998566,2,87,0.2844347280668088,2025-01-28 14:02:21.782677,0
CUST100124,25.0,,East,Graduate,,195075.75077604258,236333.10626991844,Car,842.2388547497571,4,483,0.17127324277631129,2023-12-05 14:02:21.782679,0
CUST100125,29.0,Male,North,Graduate,Salaried,501897.05557940394,205021.78155446652,Car,658.0763197019223,2,117,0.8356490007944937,2016-08-01 14:02:21.782681,0
CUST100126,51.0,Male,South,Post-Graduate,Self-Employed,811190.7148112109,420611.6320819222,Home,654.6522231832554,3,29,0.590801708786287,2021-01-04 14:02:21.782683,0
CUST100127,,Female,West,Secondary,Salaried,203678.39121952007,194204.0119565364,Car,850.0,0,26,0.16885162684743243,2022-04-24 14:02:21.782686,0
CUST100128,65.0,Male,West,Post-Graduate,Unemployed,795446.6625318641,49896.20526156193,Business,555.2481848483025,2,487,0.5194456801639419,2023-05-04 14:02:21.782687,1
CUST100129,40.0,Female,West,Post-Graduate,Unemployed,328039.08827801433,321584.54291259206,Education,699.4904482470038,1,304,0.6128368745140512,2024-12-12 14:02:21.782690,1
CUST100130,41.0,Female,East,Secondary,Salaried,378563.31701461785,342840.94058816374,Other,808.0382253277465,0,344,0.4985324489958812,2023-07-14 14:02:21.782692,1
CUST100131,54.0,Female,West,Primary,Unemployed,623512.8595501813,588553.6018965391,Car,610.9654544281785,3,294,0.6467677970106748,2025-11-22 14:02:21.782694,0
CUST100132,52.0,Male,South,Graduate,Salaried,601515.6307537075,305025.69095981814,Business,,1,444,0.3168559559443607,2018-12-18 14:02:21.782696,0
CUST100133,61.0,Female,North,Secondary,Salaried,478918.62217359955,101040.05423306298,Car,666.6794365395066,1,124,0.12323969440272027,2025-10-08 14:02:21.782697,1
CUST100134,57.0,Male,West,Post-Graduate,Self-Employed,,482903.96853941114,Other,542.5368919106689,0,79,0.8673734573418506,2019-01-02 14:02:21.782700,0
CUST100135,39.0,Female,North,Primary,Salaried,251216.7854699926,292604.21057156986,Car,633.5691255048055,2,497,0.6269265565317543,2016-11-17 14:02:21.782701,1
CUST100136,44.0,Male,North,Post-Graduate,Self-Employed,484671.3638062137,276024.5002523817,Education,646.82119615028,3,452,0.236901067853724,2017-08-14 14:02:21.782703,0
CUST100137,52.0,Male,West,Primary,Self-Employed,457540.2785108832,125500.2636022646,Car,586.4054725781349,2,369,0.10966734508532908,2025-12-16 14:02:21.782705,1
CUST100138,18.0,Female,West,Graduate,Salaried,341545.7617991044,376437.5637816114,Business,489.33968098274454,1,254,0.27523970770373607,2022-09-27 14:02:21.782707,1
CUST100139,52.0,Female,West,Graduate,Salaried,448892.3429328282,323440.13270254695,Car,608.8086305346206,2,155,0.43927223919485203,2018-03-07 14:02:21.782709,1
CUST100140,54.0,Female,East,Primary,Salaried,550178.4558740561,311924.1512728761,Other,500.4914639556358,1,456,0.877122030450885,2018-03-31 14:02:21.782711,0
CUST100141,,Female,West,Graduate,Salaried,713973.681708029,440655.68982424826,Car,704.16950744846,5,325,0.6771504653967638,2018-11-28 14:02:21.782713,1
CUST100142,31.0,Female,East,Post-Graduate,Salaried,539012.5610977265,458819.059110663,Business,704.9192057896726,5,184,0.32778693315321705,2019-03-13 14:02:21.782715,1
CUST100143,20.0,Male,South,Primary,Salaried,464876.97897380125,348096.5691135766,Car,,1,489,0.7655778758697085,2026-02-01 14:02:21.782717,1
CUST100144,18.0,Female,North,Post-Graduate,Unemployed,335311.6045186126,380780.5831318046,Home,658.1996490307826,2,221,0.6558664256974815,2018-06-17 14:02:21.782719,1
CUST100145,22.0,Female,South,Primary,Unemployed,351106.602088287,352043.16731577006,Other,515.596527872355,3,258,0.5128236092093712,2022-10-09 14:02:21.782721,1
CUST100146,43.0,Female,West,Post-Graduate,Salaried,,550795.2976326335,Home,613.8119286822091,2,394,0.1540795322556713,2024-08-22 14:02:21.782722,1
CUST100147,31.0,Female,North,Graduate,Salaried,554149.7952384414,163994.35132068943,Home,583.118021301615,1,245,0.5778629251471875,2020-11-02 14:02:21.782725,0
CUST100148,56.0,Male,West,Secondary,Self-Employed,455550.1216848148,137144.06018746007,Other,698.0212969627976,3,230,0.1960661683084866,2023-12-01 14:02:21.782726,1
CUST100149,44.0,Female,West,Post-Graduate,,681015.3463074217,121732.58219765752,Other,488.06923488044185,2,462,0.7752885010687327,2026-02-16 14:02:21.782729,0
CUST100150,26.0,Male,North,Primary,Salaried,511767.3916240223,377597.6918800052,Business,748.308881381805,5,493,0.2311418472532698,2022-11-29 14:02:21.782731,0
CUST100151,32.0,Male,South,Graduate,Unemployed,402722.2807019899,282992.6590557865,Business,772.7763826864133,5,13,0.31600766831824123,2024-12-21 14:02:21.782733,1
CUST100152,32.0,Female,West,Primary,Self-Employed,368991.6149493829,134061.32548500315,Business,635.5783117881516,0,55,0.35682170033597527,2022-01-13 14:02:21.782735,0
CUST100153,43.0,Male,North,Post-Graduate,,355571.06464177626,270979.29991142487,Home,515.450180330287,4,302,0.7185905049069111,2025-02-08 14:02:21.782737,1
CUST100154,59.0,Female,South,Primary,Salaried,596005.3998807874,623607.570906751,Car,440.65728200419863,5,488,0.45071692678010844,2018-05-01 14:02:21.782739,0
CUST100155,30.0,Male,East,Primary,,375731.45892714715,364121.6444261663,Education,759.5267627473971,2,495,0.7822826616220263,2018-03-06 14:02:21.782741,1
CUST100156,68.0,Male,South,Post-Graduate,Salaried,521513.5414613648,521242.336459354,Car,848.3907994745542,1,95,0.390291966351086,2022-12-07 14:02:21.782743,0
CUST100157,49.0,Female,South,Graduate,,330302.01433491136,104505.62972915825,Education,654.3554665299961,3,257,0.3069099872955211,2022-06-15 14:02:21.782745,1
CUST100158,56.0,Female,North,Graduate,Salaried,466594.7214788037,343803.73710812593,Education,533.7249403999806,1,200,0.8157621634279785,2017-06-16 14:02:21.782746,0
CUST100159,66.0,Female,South,Post-Graduate,Self-Employed,489092.15347451926,376907.91462612525,Education,540.4846015245057,4,139,0.7603101371481519,2019-08-12 14:02:21.782748,0
CUST100160,69.0,Female,East,Graduate,Unemployed,972828.2936535155,403800.1000167541,Education,768.1616192286046,3,44,0.6738392953667293,2019-02-19 14:02:21.782750,1
CUST100161,49.0,Female,East,Secondary,Self-Employed,238579.61975673234,262038.27787821065,Other,666.8943842664153,0,28,0.22629514842667053,2016-05-29 14:02:21.782753,1
CUST100162,21.0,Male,West,Primary,Self-Employed,661732.9200546776,447994.6942973118,Business,553.0699784919308,1,130,0.2880404110680287,2020-09-19 14:02:21.782755,1
CUST100163,47.0,Male,East,Post-Graduate,Salaried,346286.92433962255,373774.08152479737,Other,850.0,1,340,0.8602824734316463,2024-04-15 14:02:21.782757,0
CUST100164,54.0,Male,West,Secondary,Self-Employed,769948.1424052322,313218.57237854856,Home,754.5412440456397,2,290,0.4040112755867892,2017-02-26 14:02:21.782758,0
CUST100165,40.0,Female,East,Primary,Unemployed,360394.4945683496,235740.5111631705,Other,704.9470035824722,0,179,0.6315324270561332,2024-05-10 14:02:21.782760,1
CUST100166,56.0,Female,South,Post-Graduate,Salaried,707247.3895750989,77200.06141400497,Business,594.2028505926128,1,435,0.3492105068569904,2022-12-09 14:02:21.782762,1
CUST100167,62.0,Male,West,Graduate,Self-Employed,544348.456362784,20000.0,Car,773.8982051139471,1,458,0.38762901541649775,2021-07-14 14:02:21.782764,1
